Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem,Kaynak
Adana,Yüreğir,19 Mayıs,Kenan OSLUN,35.3646,36.9782,https://www.icisleri.gov.tr/
Adana,Yüreğir,Abdioğlu Cumhuriyet ,Adil ÇELEBİ,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Ağzıbüyük,Ahmet ERSINADIM,35.44943,36.863547,https://www.icisleri.gov.tr/
Adana,Yüreğir,Akarcalı,Şükrü DİŞKAYA,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Akdam,Rifat GÖZGEÇ,35.443941,36.801733,https://www.icisleri.gov.tr/
Adana,Yüreğir,Akdeniz,Fırtına SIĞIRCI,35.3463,36.9628,https://www.icisleri.gov.tr/
Adana,Yüreğir,Akıncılar,Zekeriye SALTAN,35.355,37.0023,https://www.icisleri.gov.tr/
Adana,Yüreğir,Akpınar,Feti ÇETİN,35.6047,36.8156,https://www.icisleri.gov.tr/
Adana,Yüreğir,Alihocalı,Ahmet ORTATEPE,35.397374,36.933146,https://www.icisleri.gov.tr/
Adana,Yüreğir,Anadolu,Şahin KAYAS,35.3539,36.9809,https://www.icisleri.gov.tr/
Adana,Yüreğir,Atakent,Ramazan SUSAN,35.3711,36.9887,https://www.icisleri.gov.tr/
Adana,Yüreğir,Atatürk,Şehmus ÖZDEMİR,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Aydıncık,Cihangir CİHANGİROĞLU,35.298619,36.863076,https://www.icisleri.gov.tr/
Adana,Yüreğir,Bahçelievler,Mehmet ÖZDEN,35.3546,36.9634,https://www.icisleri.gov.tr/
Adana,Yüreğir,Başak,Abdulvehap DEMİR,35.364,36.9843,https://www.icisleri.gov.tr/
Adana,Yüreğir,BELÖREN,Hüseyin DİLBAZ,35.5571,36.8103,https://www.icisleri.gov.tr/
Adana,Yüreğir,Beyköy,Sait KARADAĞ,35.301431,36.732202,https://www.icisleri.gov.tr/
Adana,Yüreğir,Büyükkapılı,Mahmut ADSIZ,35.567154,36.872716,https://www.icisleri.gov.tr/
Adana,Yüreğir,Çağırkanlı,Şahin MUSLİHAN,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Camili,Hayri ALPASLAN,35.43573,36.929507,https://www.icisleri.gov.tr/
Adana,Yüreğir,Çamlıbel,Zeki ALAGÖZ,35.3842,37.0001,https://www.icisleri.gov.tr/
Adana,Yüreğir,ÇATALPINAR,Osman ŞAŞMAZ,35.5722,36.8255,https://www.icisleri.gov.tr/
Adana,Yüreğir,ÇELEMLİ,Hakkı ÇOLAK,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Çine,Mahmut GÖK,35.26017,36.798148,https://www.icisleri.gov.tr/
Adana,Yüreğir,Cırrık,Emin MEMİŞ,35.23278,36.741243,https://www.icisleri.gov.tr/
Adana,Yüreğir,Çotlu,Ziyat DOĞAN,35.4823,36.871166,https://www.icisleri.gov.tr/
Adana,Yüreğir,Cumhuriyet,Erdoğan ÖZRENÇBERLER,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Dadaloğlu,Abdulvahap ALYAR,35.365,37.0037,https://www.icisleri.gov.tr/
Adana,Yüreğir,Danışment,Cappar SOYUBELLİ,35.446691,36.824391,https://www.icisleri.gov.tr/
Adana,Yüreğir,Dedekorkut,Ali POLAT,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Dedepınarı,Kerim KARLIDAĞ,35.479562,36.926293,https://www.icisleri.gov.tr/
Adana,Yüreğir,Denizkuyusu,Mehmet SAMIK,35.30135,36.843223,https://www.icisleri.gov.tr/
Adana,Yüreğir,Dervişler,Hacı DEMİRAY,35.3633,36.9979,https://www.icisleri.gov.tr/
Adana,Yüreğir,Doğankent Bahçelievler,Ferit ANLI,35.3546,36.9634,https://www.icisleri.gov.tr/
Adana,Yüreğir,Doğankent Cumhuriyet,Selahattin FIRAT,35.3335,36.801414,https://www.icisleri.gov.tr/
Adana,Yüreğir,Doğankent Kışla,Selahaddin YİĞİT,35.3341,37.0209,https://www.icisleri.gov.tr/
Adana,Yüreğir,Düzce,Bekir AYDIN,35.479562,36.893312,https://www.icisleri.gov.tr/
Adana,Yüreğir,Eğriağaç,Hamza GÜLER,35.44943,36.776262,https://www.icisleri.gov.tr/
Adana,Yüreğir,Esenler,Hüseyin KEKÇE,35.495993,36.814613,https://www.icisleri.gov.tr/
Adana,Yüreğir,Eski Misis,Ekrem TANİŞER,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Gazipaşa,Yılmaz ALAKAŞ,35.320082,37.00688,https://www.icisleri.gov.tr/
Adana,Yüreğir,Geçitli  Cumhuriyet,Kadri DAYANAN,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Gökçeli,Ömer KAYKAÇ,35.337024,36.755512,https://www.icisleri.gov.tr/
Adana,Yüreğir,Gümüşyazı,Sedat SÜREKLİ,35.1695,36.791016,https://www.icisleri.gov.tr/
Adana,Yüreğir,Güneşli,Murat KÜÇÜKALTUN,35.3479,36.9756,https://www.icisleri.gov.tr/
Adana,Yüreğir,GÜVELOĞLU,Mehmet BORLU,35.6004,36.8441,https://www.icisleri.gov.tr/
Adana,Yüreğir,Güzel Cumhuriyet,İzzet ALTANAY,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Güzelevler,Hasan YEŞİL,35.4,36.9764,https://www.icisleri.gov.tr/
Adana,Yüreğir,Hacıali,Yusuf PAMUK,35.288998,36.80845,https://www.icisleri.gov.tr/
Adana,Yüreğir,Havraniye,Durmuş ÜNAL,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Havutlu,Yüksel YÜKSELENALEV,35.34248,36.925893,https://www.icisleri.gov.tr/
Adana,Yüreğir,Haydaroğlu,Şahap CANOĞULLARI,35.3423,36.9632,https://www.icisleri.gov.tr/
Adana,Yüreğir,Herekli,Halit ÜÇKARDEŞLER,35.53705,36.861841,https://www.icisleri.gov.tr/
Adana,Yüreğir,Irmakbaşı,Recai ÖZTECİK,35.232706,36.824004,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kadıköy,Talat KADIKÖYLÜ,35.260106,36.762836,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kamışlı,Hüseyin KAMIŞLI,35.389134,36.75432,https://www.icisleri.gov.tr/
Adana,Yüreğir,Karaahmetli,Fedai ŞENYUVA,35.185994,36.804357,https://www.icisleri.gov.tr/
Adana,Yüreğir,Karacaoğlan,Bahtiyar SAĞLAMDEMİREL,35.3706,37.0175,https://www.icisleri.gov.tr/
Adana,Yüreğir,KAŞLICA,Derviş YENER,35.6258,36.8738,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kayarlı,Erdoğan KILIÇ,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kazım Karabekir,Muzaffer BOLAT,35.3495,37.0093,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kiremithane,Cumali BASKIN,35.373,37.0045,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kışla,Ali KUBAT,35.3341,37.0209,https://www.icisleri.gov.tr/
Adana,Yüreğir,Köklüce,Aziz SARI,35.424739,36.940304,https://www.icisleri.gov.tr/
Adana,Yüreğir,Köprügözü,Ali KUYBEK,35.348333,36.747115,https://www.icisleri.gov.tr/
Adana,Yüreğir,Köprülü,Cihat TEMEL,35.3368,37.0131,https://www.icisleri.gov.tr/
Adana,Yüreğir,Koza,Yılmaz UÇAR,35.3725,36.9733,https://www.icisleri.gov.tr/
Adana,Yüreğir,Kütüklü,Kader KOYUNCU,35.521363,36.826944,https://www.icisleri.gov.tr/
Adana,Yüreğir,Levent,Karani OMPUT,35.3849,36.9786,https://www.icisleri.gov.tr/
Adana,Yüreğir,Mutlu,Ahmet KIZILYER,35.387274,37.003838,https://www.icisleri.gov.tr/
Adana,Yüreğir,Özgür,Erol KOCAMAN,35.3576,36.99,https://www.icisleri.gov.tr/
Adana,Yüreğir,Özler,Sinan BARCİN,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Paşaköy,Cuma ATAMAN,35.411117,36.812198,https://www.icisleri.gov.tr/
Adana,Yüreğir,Pekmezli,Celal GÜNGÖRDÜ,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Ptt Evleri,Ali İNCE,35.3733,37.0189,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sağdıçlı,Ramazan POLAT,35.443951,36.844196,https://www.icisleri.gov.tr/
Adana,Yüreğir,Şahinağa,Ramazan Cengiz GÜRBÜZ,35.39956,36.80223,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sakızlı,Nihat SERİNDAĞ,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sarıçam,Servet ERKEK,35.3523,36.9938,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sazak,Hüseyin TEKDEMİR,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Şehit Erkut Akbay,Selahattin KILIÇ,35.3746,36.9996,https://www.icisleri.gov.tr/
Adana,Yüreğir,Selahattin Eyyubi,Ahmet AKTAŞ,35.3709,37.0084,https://www.icisleri.gov.tr/
Adana,Yüreğir,Serinevler,Sait ANLAR,35.3623,37.0083,https://www.icisleri.gov.tr/
Adana,Yüreğir,Seyhan,Ersen BAHÇECİ,35.3332,36.9715,https://www.icisleri.gov.tr/
Adana,Yüreğir,Şeyhmurat,Alpay KÖYMEN,35.430574,36.859143,https://www.icisleri.gov.tr/
Adana,Yüreğir,Sinanpaşa,Arif PALALI,35.3452,36.9927,https://www.icisleri.gov.tr/
Adana,Yüreğir,Solaklı Cumhuriyet,Şehmus KILINÇ,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Solaklı Hürriyet,Hüseyin ALAK,35.325149,36.97638,https://www.icisleri.gov.tr/
Adana,Yüreğir,Tahsilli,Mustafa AVCI,35.3596,37.0011,https://www.icisleri.gov.tr/
Adana,Yüreğir,Taşcı,Emrah ÜNSAL,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Ulubatlı Hasan,Hacı KÜÇÜKÖZEN,35.3826,37.0095,https://www.icisleri.gov.tr/
Adana,Yüreğir,Vayvaylı,Yusuf NURSOY,,,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yahşiler,Ramazan ALTAN,35.4971,36.7921,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yakapınar,Osman Gazi AKKUZU,35.615016,36.972754,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yalnızca,Hayri BALIK,35.416547,36.773318,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yamaçlı,Neşet MANAP,35.343,36.9778,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yavuzlar,Yaşar UZUN,35.3463,37.0054,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yenice,Cengiz YALÇINER,35.316179,36.745774,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yenidoğan,Mehmet UZUNBİLEK,35.3926,36.9895,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yeniköy,Faruk Yaşar UMAR,35.224463,36.784246,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yerdelen,Aykut GÖKÇE,35.234118,36.827804,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yeşilbağlar,Nurettin Ahmet KIRTAY,35.3622,36.9713,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yukarıçiçekli,Mustafa GÜNDOĞDU,35.389008,36.917067,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yunusemre,Şükrü TATLİ,35.567154,36.908037,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yunusoğlu Cumhuriyet,Ceyhun DOĞAN,35.3453,36.984,https://www.icisleri.gov.tr/
Adana,Yüreğir,Yunusoğlu Hürriyet,Kemal SÜNDÜK,35.27939,36.815255,https://www.icisleri.gov.tr/
Adana,Yüreğir,Zağarlı,İbrahim DEMİR,35.367166,36.778336,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Al,Mehmet Selim TUNCAY,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Alangör,Ali YILMAZ,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Alpu,Ali YILMAZ,40.134277,38.048177,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Aziziye,Fahri PINAR,40.2019,37.9487,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Bahçelievler,Mehmet KARABOĞA,40.185975,38.02023,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Başil,İbrahim YAVUZ,40.187199,38.06326,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Bozek,Yusuf DALKILIÇ,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Çakmak,Askeri DEMİR,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Çelikevler,Mehmet KAYA,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Çimenler,Hasan ÇİMEN,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Cumhuriyet,Kasım SEYİTOĞLU,40.2138,37.9373,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dicle,Vahit KELEKÇİER,40.2426,37.9207,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dikentepe,Ahmet KARAHAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dökmetaş,Mustafa AKTAŞ,40.140078,38.018258,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dokuzçeltik,İsmail KOYUN,40.181038,37.975385,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Dönümlü,Abdullah KAYMAK,40.221313,37.954866,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Ekinciler,Burhan İPEK,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Elidolu,Abdullah UYKUR,40.219901,37.968346,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Eser,Galip ESER,40.248494,38.047298,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Fabrika,Mehmet Ercan ERİNGİN,40.179,37.9659,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Feritköşkü,Mehmet Ali ŞENTÜRK,40.2378,37.9263,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Geyiktepe,Eşref ULU,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Gürdoğan,Remezan AKÇİÇEK,40.2216,37.9458,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Güvendere,Hamza KAYA,40.164716,38.019646,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Güvercinlik,Mahmut ADIGÜZEL,40.228287,38.005059,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Güzelköy,Halit ŞEKER,40.226193,38.02428,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Hantepe,Mehmet Emin BOZBOĞA,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,İlbaş,Mehmet Sıddık KAYMAK,40.224045,38.08954,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Kesikağaç,Mehmet Şah BAL,40.222075,37.993839,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Kooperatifler,Abdulkadır AYDINLAR,40.217,37.9259,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sanayi,Ahmet CEYLAN,40.1959,37.947,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sancar,Mehmet Emin ATLI,40.153734,38.051696,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sarıyatak,Mehmet Ali ATAŞ,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Şehitlik,Fahrettin GÜLER,40.2248,37.8982,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Sivritepe,Mustafa AKKOÇ,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Tanışık,Naif BUYRUK,40.238083,38.074569,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Üçkuyu,Şükrü DEMİREL,40.140914,37.969819,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yaytaş,Zülfükar KARATAŞ,,,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yenişehir,Mehmet DEMİR,40.2304,37.9186,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yolaltı,Mehmet Nuri BÖRTA,40.19938,37.95447,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yukarınasırlar,Fikret ÖZBAYHAN,40.112225,38.045716,https://www.icisleri.gov.tr/
Diyarbakir,Yenişehir,Yüksek,Ömer AY,40.20102,38.027725,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Abdaldede,Serkan GÜLER,40.2354,37.9095,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Ağaçlıdere,Nusret BİNGÖL,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alabal,Mehmet TOY,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alcık,Mehmet KARAKAŞ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alibardak,Erdal ERDEM,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Alipaşa,Abdulkadir SULAR,40.2311,37.9076,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Arpaderesi,Abdulbaki POLAT,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bağıvar,Mehmet İhsan TURAN,40.242436,37.919749,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bağpınar,Hakan GÜZELSOY,40.43892,38.0056,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bahçecik,Mehmet LALA,40.448311,37.891515,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Baroğlu,Adnan YILDIZ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Beybulak,Mehmet YAKIŞIKLI,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bostanpınar,Azmi YİĞİT,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Bozdemir,Medeni TOSUNLU,40.303368,37.836819,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Büyükakören,Mustafa ASLAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Büyükkadı,Yılmaz KEKLİK,40.294428,38.012327,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cami-İ Kebir,Cengiz EKİCİ,40.2348,37.9132,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cami-İ Nebi,İhsan YEŞİL,40.2353,37.9147,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çarıklı,Faysal GÜNGÜRÜR,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çataksu,,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çelikli,Ferman BERK,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cemal Yılmaz,Koçero TOPDEMİR,40.2378,37.9082,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Cevatpaşa,Mehmet DEĞER,40.2411,37.9161,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Çubuklu,Şeref GÜZEL,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Dabanoğlu,Abdullah BABRAK,40.2395,37.9142,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Dervişhasan,Vedat DOĞAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Doğanlı,Mehmet BARAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Doğuçanakçı,Cihan ÖZBAY,40.400785,37.920309,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Dumrul,Mehmet TANRIVERDİ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Erimli,Ali KAYA,40.277309,38.033155,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Eryolu,Selam KAYA,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Esenbağ,Haci EKİN,40.393789,38.010448,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Fatihpaşa,Fatih AÇİN,40.2429,37.9134,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Fetih,Mustafa KORKMAZ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Fidanlar,Ahmet FİDAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Gencan,Mahmut ÖĞMEN,40.271081,38.044912,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Gölpınar,Mehmet CANDAN,40.356712,37.892649,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Gültepe,Hasan ARSLAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Hacıosmanköy,Ali İhsan ÇELİK,40.398382,37.896087,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Harmanlar,,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Hasırlı,Emrah USUN,40.2415,37.9093,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Havacılar,Mehmet ÖZ,40.27886,37.995764,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Hızırilyas,Cengiz BAYHAN,40.420808,37.870801,https://www.icisleri.gov.tr/
Diyarbakir,Sur,İskenderpaşa,Ali ÜRÜN,40.2318,37.9146,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kabasakal,Zeyneddin ÇİNAR,40.280111,37.777907,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kapaklıpınar,Behçet KOÇAK,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karabaş,Cavit YONTÜRK,40.320791,37.928054,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karaçalı,Fuat CÖMERT,40.317972,37.954434,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karacaören,Burhan ATLI,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karaçimen,Aydın SAMANCI,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kardeşler,Abdullah KALECİ,40.259158,37.971734,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karpuzlu,Abdulbaki ONUR,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Karpuztepe,Ömer AKIŞ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kartaltepe,Abdullah ALPHAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kavaklıbağ,Mustafa KURT,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kayayolu,Yusuf POLAT,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kengerli,Aydın ALAKUŞ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kervanpınar,Tacdin ÇİÇEK,40.405917,37.82432,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kırmasırt,Müslüm EVREN,40.280882,37.816363,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Konacık,Sertif DEMİR,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Köprübaşı,Esvet ÖZDAĞ,40.39063,37.993364,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Köşk,Rıza AVCI,40.375194,38.045729,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Koyungüden,Mehmet ÇETİNKAYA,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kozan,Resul DURMUŞ,40.299519,37.872693,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Küçükakören,Zait ÇAKIR,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Küçükkadı,Mirhat ÇEVİK,40.289478,37.966155,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kumluçat,Şeyhmus ÖZ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kumrucak,Abdullah ÇERMO,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kuşburnu,Ersan DEMİR,40.363143,37.995509,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Kuşlukbağı,Ali ÇELİK,40.359441,37.960311,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Lalebey,Abdullah ÇELİK,40.2297,37.9098,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Melikahmet,Ali KİZGİN,40.23,37.9123,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Mermer,Ömer DİCLEHAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Mermer(mermeri),Mehmet BARAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Nefirtaş,Nüsrettin ERDEM,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,ÖZEKLİ,Mustafa ATAŞOĞLU,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Pınardüzü,Fuat DİLEK,40.371318,37.941636,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sağdıçlı,Mehmet KAYA,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sapanca,Murat ARSLAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sarıkamış,Abdulmenaf KARAKAŞ,40.339633,38.053491,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sarılar,Mehmet Nur SARI,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sarıyazma,Hilmi LALE,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sati,Metin ASLAN,40.35768,37.860205,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Savaş,Abdurrahim TURHAN,40.2381,37.9114,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Sayarlar,Ramazan ARSLAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Soğanlı,Sedat YİĞİT,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Süleyman Nazif,Salahattin YAVUZ,40.2358,37.9111,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Süngüler,İsmail SÜNGÜ,40.264328,38.061486,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Tanoğlu,Mürsel ŞENYİĞİT,40.27806,37.888373,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Tezgeçer,Mehmet ALABALIK,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yarımca,Maksut GÜNEŞ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yenice,İrfan Tevfik MEDENİ,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yenidoğan,Haşim ARSLAN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yenievler,Kemal EGİN,,,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yeşilköy,Recep BİREL,40.378691,37.989099,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yeşilli,Ramazan LALE,40.426053,37.962655,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yiğitçavuş,Mehmet TAŞ,40.294389,37.943498,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Yukarıkılıçtaşı,Mehmet TİMOÇİN,40.269784,37.965075,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Ziya Gökalp,Muhsin SANAY,40.233,37.9112,https://www.icisleri.gov.tr/
Diyarbakir,Sur,Ziyaret,,,,https://www.icisleri.gov.tr/
Diyarbakir,Silvan,Akçayır,Mehmet Hanifi AKAR,40.9898,37.992,https://www.icisleri.gov.tr/
Diyarbakir,Silvan,Akçeltik,Seyithan DİNER,41.1648,38.1041,https://www.icisleri.gov.tr/
Diyarbakir,Silvan,Akdere,Mehmet Sadık AZİZOĞLU,41.0468,38.0839,https://www.icisleri.gov.tr/
Diyarbakir,Silvan,Akyol,Mahsum ÇAPAN,40.9245,38.1234,https://www.icisleri.gov.tr/
Diyarbakir,Silvan,Alibey,Ahmet ŞEHİR,40.8268,38.0988,https://www.icisleri.gov.tr/
