Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem
Kahramanmaraş,Onikişubat,Ayşepınarı,Ramazan NERGİZ,36.5509,37.6331
Kahramanmaraş,Onikişubat,Barbaros,Mehmet YANIK,36.8971,37.5551
Kahramanmaraş,Onikişubat,Beşbağlar,İsmail AKKOYUN,,
Kahramanmaraş,Onikişubat,Beşen,Ali NACAR,36.8908,37.8198
Kahramanmaraş,Onikişubat,Binevler,Lutfi KARAÇALI,36.8717,37.5938
Kahramanmaraş,Onikişubat,Boğaziçi,Yaşar AKDEMİR,,
Kahramanmaraş,Onikişubat,Bulutoğlu,Mehmet GÜRBAK,,
Kahramanmaraş,Onikişubat,Büyüksır,Hasan KAPLAN,36.6506,37.481
Kahramanmaraş,Onikişubat,Çağırgan,Osman SAKAR,36.6043,37.3967
Kahramanmaraş,Onikişubat,Çağlayan,Fatih ARI,36.6521,37.8068
Kahramanmaraş,Onikişubat,Çakırdere,Mustafa KOCA,36.861,37.7456
Kahramanmaraş,Onikişubat,Çakırlar,Fatih Mehmet KORLAELÇİ,,
Kahramanmaraş,Onikişubat,Çamlıbel,Adem AVCI,36.8206,37.7902
Kahramanmaraş,Onikişubat,Çamlıca,Battal AĞÇAM,,
Kahramanmaraş,Onikişubat,Çamlık,Abdullah AY,36.9128,37.6002
Kahramanmaraş,Onikişubat,Çevrepınar,Ümmet KUZGUN,36.5961,37.8434
Kahramanmaraş,Onikişubat,Ceyhan,Mesut GÖKSÜN,36.8967,37.5821
Kahramanmaraş,Onikişubat,Çokran,Ramazan OĞULLUK,36.553,37.4715
Kahramanmaraş,Onikişubat,Cüceli,Murat KALKAN,36.7907,37.5624
Kahramanmaraş,Onikişubat,Çukurhisar,Muhsin AKBABA,36.5601,37.8296
Kahramanmaraş,Onikişubat,Cumhuriyet,Hayri KARAKIZ,36.8457,37.5992
Kahramanmaraş,Onikişubat,Dadağlı,Adem SARITÜRK,36.7689,37.4825
Kahramanmaraş,Onikişubat,Demrek,Yahya KÖRSULU,36.6386,37.6157
Kahramanmaraş,Onikişubat,Dereboğazı,Ahmet ŞAFAK,36.7006,37.5319
Kahramanmaraş,Onikişubat,Döngel,Hasan GÖK,36.6577,37.8575
Kahramanmaraş,Onikişubat,Döngele,Ahmet ÇAM,,
Kahramanmaraş,Onikişubat,Dönüklü,Hüseyin YILMAZ,36.905269,37.589785
Kahramanmaraş,Onikişubat,Dumlupınar,Serdar ŞAVKILI,36.9205,37.5802
Kahramanmaraş,Onikişubat,Ertuğrul Gazi,Abdulhamit EMEKLİ,36.9146,37.5793
Kahramanmaraş,Onikişubat,Fatih,Tuba ÖZDEN,,
Kahramanmaraş,Onikişubat,Fatmalı,Şeref KALAY,,
Kahramanmaraş,Onikişubat,Gayberli,Hacı KÖSE,36.9149,37.5659
Kahramanmaraş,Onikişubat,Gedemen,Sami DOĞAN,,
Kahramanmaraş,Onikişubat,Gölpınar,Fahri KAYPAK,36.598,37.4615
Kahramanmaraş,Onikişubat,Hacıağlar,Durdu Mehmet BİLGEN,,
Kahramanmaraş,Onikişubat,Hacıbayramveli,Nuri KURT,36.916,37.575
Kahramanmaraş,Onikişubat,Hacıbudak,Cebrail GÖKYAR,36.9039,37.954
Kahramanmaraş,Onikişubat,Hacıibrahimuşağı,Mehmet BOYRAZ,36.8015,37.8736
Kahramanmaraş,Onikişubat,Hacılar,Ejder AKGÜL,36.6305,37.4603
Kahramanmaraş,Onikişubat,Hacımustafa,Recep AKILLI,36.9006,37.5158
Kahramanmaraş,Onikişubat,Hacınınoğlu,Süleyman SOLAK,36.9678,37.8948
Kahramanmaraş,Onikişubat,Hartlap,Fatih AYTEMİZ,36.6977,37.5476
Kahramanmaraş,Onikişubat,Hasancıklı,Ali AKKIL,36.775219,37.618041
Kahramanmaraş,Onikişubat,Haydarbey,Ökkeş ÖZEN,36.8563,37.5829
Kahramanmaraş,Onikişubat,Hayrullah,İbrahim AYNA,36.9232,37.5796
Kahramanmaraş,Onikişubat,Hürriyet,Cahit ORAKÇI,36.8877,37.5999
Kahramanmaraş,Onikişubat,Ilıca,Hüseyin KAR,,
Kahramanmaraş,Onikişubat,İsmailli,Emrullah DEMİR,36.7045,37.6145
Kahramanmaraş,Onikişubat,İstiklal,Ahmet KIRKGEÇİT,36.8644,37.5944
Kahramanmaraş,Onikişubat,Kale,Fahri SEVGİLİ,,
Kahramanmaraş,Onikişubat,Kalekaya,Teyfik AVCI,36.558,37.4456
Kahramanmaraş,Onikişubat,Kapıkaya,Recep KAYAALP,36.7815,37.8305
Kahramanmaraş,Onikişubat,Karacaoğlan,Durdu KARAPALTA,36.9056,37.5761
Kahramanmaraş,Onikişubat,Karadere,Mehmet EJDERHA,36.905269,37.589785
Kahramanmaraş,Onikişubat,Karamanlı,Mustafa CULFA,36.9109,37.5865
Kahramanmaraş,Onikişubat,Kavlaklı,Kemal TERLİK,36.9369,37.5747
Kahramanmaraş,Onikişubat,Kaynar,Ali KABA,36.5521,37.7963
Kahramanmaraş,Onikişubat,Kazım Karabekir,Ercümen KARASU,,
Kahramanmaraş,Onikişubat,Kerimli,Mehmet KAMALAK,36.5264,37.5277
Kahramanmaraş,Onikişubat,Kertmen,Mehmet KAYAN,36.9331,37.8758
Kahramanmaraş,Onikişubat,Kılavuzlu,Ali KOÇ,36.80753,37.62714
Kahramanmaraş,Onikişubat,Kısıklı,Dursun YENİLMEZ,36.5518,37.49
Kahramanmaraş,Onikişubat,Kızıldamlar,Mehmet DAĞ,36.7456,37.5729
Kahramanmaraş,Onikişubat,Kızılseki,Ejder AKPINAR,36.6802,37.5607
Kahramanmaraş,Onikişubat,Köseli,Arif DEMİR,36.7404,37.6043
Kahramanmaraş,Onikişubat,Köşürge,Kamil BAYRAK,36.5736,37.6862
Kahramanmaraş,Onikişubat,Kozcağız,Ayhan ÇİL,36.7706,37.8703
Kahramanmaraş,Onikişubat,Küçüksır,Fatih BACAK,36.5909,37.4876
Kahramanmaraş,Onikişubat,Kumarlı,Celal DAŞCI,36.5378,37.8392
Kahramanmaraş,Onikişubat,Kumaşır,Serdar KARAKULAK,,
Kahramanmaraş,Onikişubat,Kümperli,Dursun PAKDİL,36.6646,37.3952
Kahramanmaraş,Onikişubat,Kurtlar,Veli AKKURT,36.7956,37.5399
Kahramanmaraş,Onikişubat,Kürtül,Ömer ESER,,
Kahramanmaraş,Onikişubat,Kurucaova,Şeref BAYIR,36.5762,37.9582
Kahramanmaraş,Onikişubat,Maarif,Hayrullah KILIÇSALLAYAN,,
Kahramanmaraş,Onikişubat,Mağralı,Ömer SAYGILI,36.9185,37.5931
Kahramanmaraş,Onikişubat,Maksutlu,Metin DEMİR,36.9195,37.6825
Kahramanmaraş,Onikişubat,Malik Ejder,Davut CEYHAN,36.8976,37.5684
Kahramanmaraş,Onikişubat,Mercimektepe,Bayram KABAK,36.9111,37.5831
Kahramanmaraş,Onikişubat,Mevlana,Cuma YALÇIN,36.910243,37.579548
Kahramanmaraş,Onikişubat,Mimar Sinan,Şahin YUVAYAPAN,,
Kahramanmaraş,Onikişubat,Molla Gürani,Şahin KARADÖL,36.8983,37.5755
Kahramanmaraş,Onikişubat,Muratlı,Halil ÇATILLI,36.5206,37.5005
Kahramanmaraş,Onikişubat,Necip Fazıl,Zülküf TOFAN,36.8955,37.5897
Kahramanmaraş,Onikişubat,Önsen,İsmail KEKLİKCİ,,
Kahramanmaraş,Onikişubat,Orhangazi,Faruk AKÇADAĞ,36.7215,37.6131
Kahramanmaraş,Onikişubat,Oruç Reis,Mehmet KALA,36.8748,37.565
Kahramanmaraş,Onikişubat,Öşlü,Mehmet BOZKURT,36.6877,37.5691
Kahramanmaraş,Onikişubat,Osman Gazi,Veli GEDİK,36.9069,37.592
Kahramanmaraş,Onikişubat,Öztürk,Mustafa HANÇER,36.6781,37.3842
Kahramanmaraş,Onikişubat,Payamlı ,Cahit ASMA,,
Kahramanmaraş,Onikişubat,Piri Reis,İsmet GÜLER,36.8833,37.5731
Kahramanmaraş,Onikişubat,Rahmacılar,Adem KONUŞ,36.5955,37.547
Kahramanmaraş,Onikişubat,Reyhanlı,Rüstem KAR,36.5492,37.5335
Kahramanmaraş,Onikişubat,Saçaklızade,Ümit BAYRAK,36.9038,37.6006
Kahramanmaraş,Onikişubat,Sadıklı,Ali ŞAHAN,36.5927,37.4403
Kahramanmaraş,Onikişubat,Şahinkayası,Hasan ŞİŞMAN,,
Kahramanmaraş,Onikişubat,Sarıçukur,Ethem AKDAĞ,36.8682,37.665
Kahramanmaraş,Onikişubat,Sarıgüzel,Osman NAVRUZ,36.96,37.9221
Kahramanmaraş,Onikişubat,Sarımollalı,Zekeriya ALTIPARMAK,36.6089,37.6154
Kahramanmaraş,Onikişubat,Saygılı,Menderes AKILLI,36.5799,37.5346
Kahramanmaraş,Onikişubat,Şazibey,Cemal KAYA,36.9186,37.5658
Kahramanmaraş,Onikişubat,Şehit Abdullah Çavuş,Fatih KARAKÖSE,36.8841,37.5841
Kahramanmaraş,Onikişubat,Şehitevliya,Alaettin KÜÇÜKKÜRTÜL,36.9224,37.5876
Kahramanmaraş,Onikişubat,Selçuklu,Mehmet SALAN,36.892785,37.592846
Kahramanmaraş,Onikişubat,Selimiye,Veli KUZUGÜDEN,,
Kahramanmaraş,Onikişubat,Serintepe,Ramazan GÜRBAK,36.9144,37.5923
Kahramanmaraş,Onikişubat,Suçatı,İdris KAYNAR,36.6907,37.785
Kahramanmaraş,Onikişubat,Süleymanlı,Ramazan ERDEMİR,,
Kahramanmaraş,Onikişubat,Süleymanşah,Ali Mehmet KURTAĞZI,36.8558,37.6012
Kahramanmaraş,Onikişubat,Suluyayla,Ramazan DEMİR,36.5234,37.5617
Kahramanmaraş,Onikişubat,Tavşantepe,Ali ŞERBETÇİ,36.8952,37.6002
Kahramanmaraş,Onikişubat,Tekerek,Sıtkı FİNCAN,,
Kahramanmaraş,Onikişubat,Tekir,Ali AKKOYUN,,
Kahramanmaraş,Onikişubat,Topçalı,Mehmet ERMEYDAN,36.5295,37.5429
Kahramanmaraş,Onikişubat,Üngüt,Ahmet DEMİR,36.767137,37.597859
Kahramanmaraş,Onikişubat,Vadi,Yusuf GÜLER,,
Kahramanmaraş,Onikişubat,Yamaçtepe,İlhan Selçuk GÖZÜKARA,,
Kahramanmaraş,Onikişubat,Yenicekale,Kadir CEYHAN,,
Kahramanmaraş,Onikişubat,Yenidemir,Mustafa KAMALAK,36.6431,37.6833
Kahramanmaraş,Onikişubat,Yeniyapan,Ahmet KILÇIK,36.847,37.856
Kahramanmaraş,Onikişubat,Yeşilyurt,Abdurrahman TURUNÇ,,
Kahramanmaraş,Onikişubat,Yirmiikigün,Murat YENİNAR,,
Kahramanmaraş,Onikişubat,Yolyanı,Selahittin SARI,36.633,37.5358
Kahramanmaraş,Onikişubat,Yunusemre,Osman GÜNDEŞ,,
Kahramanmaraş,Onikişubat,Yürükselim,Akif NEŞNAT,36.922,37.5981
Kahramanmaraş,Onikişubat,Yusuflar,Mehmet AKÇA,36.9216,37.5833
Kahramanmaraş,Onikişubat,Zeytindere,Mehmet DANYILDIZI,36.7364,37.5392
Kahramanmaraş,Ekinözü,Akpınar,Ahmet ÇITAK,37.2201,38.0866
Kahramanmaraş,Ekinözü,Alişar,Şaban GÖZ,37.0358,37.9302
Kahramanmaraş,Ekinözü,Altınyaprak,Derviş ÇAPAR,37.2289,38.0081
Kahramanmaraş,Ekinözü,Anbar,Salman ÇULLU,37.132,37.9756
Kahramanmaraş,Ekinözü,Ataköy,İsmail AY,,
Kahramanmaraş,Ekinözü,Çiftlikkale,Hasan KUL,37.1534,38.0371
Kahramanmaraş,Ekinözü,Çiftlikköy,Hıdır TAŞ,37.1898,37.9812
Kahramanmaraş,Ekinözü,Demirlik,Yaşar TOPAL,37.0048,37.9628
Kahramanmaraş,Ekinözü,Gaziler,Halil TAŞ,37.1061,37.9998
Kahramanmaraş,Ekinözü,Gözpınar,Kasım KÜL,37.2394,38.0058
Kahramanmaraş,Ekinözü,İçmeler,Faruk ERKEK,,
Kahramanmaraş,Ekinözü,Kabaktepe,Oruç GEDİKLİ,37.007,38.0351
Kahramanmaraş,Ekinözü,Kandilköy,Ahmet Cuma BAZ,37.1043,38.0415
Kahramanmaraş,Ekinözü,Kürtül,Mustafa TOPAL,37.0437,37.9824
Kahramanmaraş,Ekinözü,Maarif,Cuma ÖZCAN,,
Kahramanmaraş,Ekinözü,Ortaören,Cuma BAĞCI,37.1651,38.0726
Kahramanmaraş,Ekinözü,Öztürk,Mikail ÇİVİ,,
Kahramanmaraş,Ekinözü,Soysallı,Talip TAŞ,37.0793,38.0949
Kahramanmaraş,Ekinözü,Türkeli,İsmail CEYLAN,,
Kahramanmaraş,Ekinözü,Türkmenler,Şaban UYKUN,37.0853,37.9573
Kahramanmaraş,Ekinözü,Yeniköy,Nazmi HAFIZOĞLU,37.0431,38.0301
Kahramanmaraş,Elbistan,Ağlıca,Hacı Bayram YILDIRIM,37.1423,38.258
Kahramanmaraş,Elbistan,Akarca,Hacı GÜNEŞ,37.2676,38.4269
Kahramanmaraş,Elbistan,AKBAYIR,Mehmet SÖNMEZ,,
Kahramanmaraş,Elbistan,Akören,Hüseyin GÜL,37.2104,38.253
Kahramanmaraş,Elbistan,Aksakal,Mehmet DOĞAN,37.4253,38.3054
Kahramanmaraş,Elbistan,Alembey,Ufuk KÖSEOĞLU,37.1628,38.2545
Kahramanmaraş,Elbistan,Alkayaoğlu,Yusuf TEMİZ,37.0909,38.5359
Kahramanmaraş,Elbistan,Armutalan,Hasan İMRE,,
Kahramanmaraş,Elbistan,Atmalıkaşanlı,Mehmet KARADAĞ,37.6737,38.1745
Kahramanmaraş,Elbistan,Bahçelievler,Turgut ARSLAN,,
Kahramanmaraş,Elbistan,BAKIŞ,Hasan EREN,,
Kahramanmaraş,Elbistan,Balıkçıl,Abdurrahman MEŞE,37.1254,38.28
Kahramanmaraş,Elbistan,Battalgazi,Arif YILMAZ,,
Kahramanmaraş,Elbistan,Beştepe,Şükrü ALHAS,37.4265,38.3381
Kahramanmaraş,Elbistan,Beyyurdu,Mehmet DORUK,37.1857,38.5232
Kahramanmaraş,Elbistan,BÜYÜKYAPALAK,Hayrettin GENÇ,,
Kahramanmaraş,Elbistan,Çalış,Mehmet POLAT,,
Kahramanmaraş,Elbistan,Çatova,Yusuf ÖZTÜRK,37.2024,38.2639
Kahramanmaraş,Elbistan,Ceyhan,Erhan YÜKSEK,,
Kahramanmaraş,Elbistan,Çiçekköy,Ergül BOZKUŞ,37.2541,38.2166
Kahramanmaraş,Elbistan,Çıtlık,Orhan GÜNGÖR,37.2756,38.2377
Kahramanmaraş,Elbistan,Cumhuriyet,İmam Hüseyin ARPACI,,
Kahramanmaraş,Elbistan,DEMİRCİLİK,Özgür MERİHLİ,,
Kahramanmaraş,Elbistan,Dervişçimli,İbrahim KAYA,,
Kahramanmaraş,Elbistan,DOĞAN,Önder KEREK,,
Kahramanmaraş,Elbistan,Eldelek,Zeki ÇİMEN,37.2371,38.2611
Kahramanmaraş,Elbistan,Elmalı,Kemal ASLAN,37.0656,38.4674
Kahramanmaraş,Elbistan,Esentepe,İdris ŞAFAK,,
Kahramanmaraş,Elbistan,Evcihüyük,Mustafa YILMAZ,37.2147,38.3481
Kahramanmaraş,Elbistan,Fakıoğlu,Mehmet YÜCEL,37.124,38.4967
Kahramanmaraş,Elbistan,Geçit,Kadir KÜÇÜK,,
Kahramanmaraş,Elbistan,Gökçek,Hasan ÖTEGEN,37.2544,38.4014
Kahramanmaraş,Elbistan,GÜCÜK,Ali YEŞİL,37.4676,38.1928
Kahramanmaraş,Elbistan,Gümüşdöven,Ali EREN,37.2574,38.1057
Kahramanmaraş,Elbistan,Günaltı,Turaç POLAT,37.5952,38.218
Kahramanmaraş,Elbistan,Gündere,Ali KÖSE,37.3431,38.2642
Kahramanmaraş,Elbistan,Güneşli,Haydar KAMACI,,
Kahramanmaraş,Elbistan,Güplüce,Nuh KAYA,37.1737,38.1341
Kahramanmaraş,Elbistan,Güvercinlik,Sadettin GENÇ,37.1354,38.2455
Kahramanmaraş,Elbistan,Hacıhasanlı,Hayri KALE,37.1992,38.3818
Kahramanmaraş,Elbistan,Hasanalili,Ahmet ÇOBAN,37.6455,38.1598
Kahramanmaraş,Elbistan,Hasankendi,Kamil KUL,37.1519,38.236
Kahramanmaraş,Elbistan,Horhor,Mehmet BOZKURT,37.262,38.5395
Kahramanmaraş,Elbistan,İĞDE,Hüseyin GÜNAY,,
Kahramanmaraş,Elbistan,İkizpınarı,Kazım EDİZER,,
Kahramanmaraş,Elbistan,İncecik,Ebubekir GÜZEL,37.3414,38.3625
Kahramanmaraş,Elbistan,IZGIN,Rahim ARSLAN,,
Kahramanmaraş,Elbistan,Kalaycık,Muhittin ÖZDEMİR,37.105,38.3975
Kahramanmaraş,Elbistan,Kalealtı,Recep TÜRKAN,37.0691,38.1801
Kahramanmaraş,Elbistan,Kangal,Ahmet GÜLER,37.5016,38.2254
Kahramanmaraş,Elbistan,Kantarma,Seyit BAKIR,37.5793,38.2101
Kahramanmaraş,Elbistan,KARAELBİSTAN,Veli ÇINAR,,
Kahramanmaraş,Elbistan,Karahasanuşağı,Mahmut AKTAŞ,37.6155,38.1548
Kahramanmaraş,Elbistan,Karahüyük,Mehmet ÜNAL,37.1132,38.2607
Kahramanmaraş,Elbistan,Karamağara,Şerafettin GÜNEŞ,37.1777,38.4744
Kahramanmaraş,Elbistan,Kavaktepe,Aligül ŞAHİN,,
Kahramanmaraş,Elbistan,Kayageçit,Oğuz SÖNMEZ,37.1378,38.4738
Kahramanmaraş,Elbistan,Keçemağara,Abdulbaki YILDIRIM,37.2299,38.5174
Kahramanmaraş,Elbistan,Kışlaköy,Yakup TEKDEMİR,37.1047,38.3531
Kahramanmaraş,Elbistan,Kızılcıoba,Kemal ÜSTÜN,,
Kahramanmaraş,Elbistan,Köprübaşı,Mehmet CÜCÜK,,
Kahramanmaraş,Elbistan,Körücek,Tacettin YILMAZ,37.0632,38.4453
Kahramanmaraş,Elbistan,Köseyahya,İbrahim ÜLGÜ,37.4312,38.2012
Kahramanmaraş,Elbistan,Köşkköy,Mehmet Ali ERDOĞAN,37.1547,38.5183
Kahramanmaraş,Elbistan,Küçükyapalak,Bülent YILMAZ,37.2252,38.2882
Kahramanmaraş,Elbistan,Kümbet,Kemal ÖKSÜZ,,
Kahramanmaraş,Elbistan,Orhangazi,Mazhar ALAGÖZ,,
Kahramanmaraş,Elbistan,Ovacık,Şahin KARAKUŞ,37.1569,38.4027
Kahramanmaraş,Elbistan,Özbek,Ali Ekber AY,37.4494,38.2136
Kahramanmaraş,Elbistan,Özcanlı,Hayri CİMİKOĞLU,37.2842,38.1306
Kahramanmaraş,Elbistan,Pınarbaşı,Cemil KARAKUŞ,,
Kahramanmaraş,Elbistan,Sarıyatak,Veli DOĞAN,37.2333,38.4533
Kahramanmaraş,Elbistan,Sevdili,Sinan KONCA,37.5662,38.257
Kahramanmaraş,Elbistan,SÖĞÜTLÜ,Mustafa UĞUR,,
Kahramanmaraş,Elbistan,Sünnetköy,Ali GÜNDOĞ,37.4612,38.1362
Kahramanmaraş,Elbistan,Tapkıran,Mustafa ÇEKİRGE,37.6486,38.1513
Kahramanmaraş,Elbistan,Tapkırankale,İbrahim MAVİ,37.6425,38.128
Kahramanmaraş,Elbistan,Taşburun,Bilgin AYDIN,37.2066,38.1613
Kahramanmaraş,Elbistan,Tepebaşı,Gazi YALÇIN,37.4612,38.1684
Kahramanmaraş,Elbistan,Topallı,Ahmet BOZKURT,37.6147,38.2804
Kahramanmaraş,Elbistan,Toprakhisar,Sidar YILDIZ,37.5563,38.3055
Kahramanmaraş,Elbistan,Türkören,Mehmet ALTUN,37.3559,38.2683
Kahramanmaraş,Elbistan,Uncular,Yusuf GÜLLÜ,37.1183,38.4519
Kahramanmaraş,Elbistan,Uzunpınar,Mahsuni SÖNMEZ,37.0882,38.5078
Kahramanmaraş,Elbistan,Yalakköy,İsmail KUL,37.5002,38.2738
Kahramanmaraş,Elbistan,Yalıntaş,Şaban BAHÇIVAN,37.4175,38.3671
Kahramanmaraş,Elbistan,Yapılı,Zeynel FIRAT,37.2105,38.5285
Kahramanmaraş,Elbistan,Yapılıpınar,Gülağa YILDIZ,37.5332,38.2927
Kahramanmaraş,Elbistan,Yapraklı,İskender YILMAZ,37.0933,38.2391
Kahramanmaraş,Elbistan,Yeşilyurt,Ahmet KIYAN,,
Kahramanmaraş,Elbistan,Yoğunsöğüt,İbrahim DOĞAN,37.5339,38.3217
Kahramanmaraş,Elbistan,Yunusemre,Adnan BABAOĞLU,,
Kahramanmaraş,Çağlayancerit,Akdere,Erol ŞAHAN,,
Kahramanmaraş,Çağlayancerit,Aksu,İlyas KIZILSEKİ,,
Kahramanmaraş,Çağlayancerit,Bayırlı,Ali UTLU,,
Kahramanmaraş,Çağlayancerit,Bölükdamlar,Yusuf GÜNEY,37.3301,37.6606
Kahramanmaraş,Çağlayancerit,Boylu,Mustafa ASLAN,37.242,37.7135
Kahramanmaraş,Çağlayancerit,BOZLAR,Hikmet ÜLDEŞ,,
Kahramanmaraş,Çağlayancerit,Emiruşağı,Mehmet AĞYAR,37.2621,37.6788
Kahramanmaraş,Çağlayancerit,Engizek,Ahmet ZORKUN,,
Kahramanmaraş,Çağlayancerit,Fatih,Hasan GÖKBURUN,,
Kahramanmaraş,Çağlayancerit,Helete Cumhuriyet,Ramazan SÜTYEMEZ,,
Kahramanmaraş,Çağlayancerit,HELETE KARADAĞ,Ali SOLAK,,
Kahramanmaraş,Çağlayancerit,Helete Yeşiloba,İbrahim BARAK,,
Kahramanmaraş,Çağlayancerit,İstiklal,Salman DOLGUN,,
Kahramanmaraş,Çağlayancerit,Kaleköy,Mehmet ALIÇ,37.1729,37.7618
Kahramanmaraş,Çağlayancerit,Küçükcerit,Mehmet BOZDERE,37.3471,37.7694
Kahramanmaraş,Çağlayancerit,Küçüküngüt,Ercan YAŞIK,37.3804,37.6941
Kahramanmaraş,Çağlayancerit,Oruçpınar,Ahmet DİNLER,,
Kahramanmaraş,Çağlayancerit,Soğukpınar,Bilal ŞARLAK,,
Kahramanmaraş,Çağlayancerit,Zeynepuşağı,Ali HORUM,37.2937,37.6916
Kahramanmaraş,Andirin,Akçakoyunlu,Mustafa GÜRBÜZ,36.308,37.4094
Kahramanmaraş,Andirin,Akgümüş,Necati KETEN,36.5424,37.733
Kahramanmaraş,Andirin,Akifiye,Ahmet GÜLTEKİN,36.3479,37.6968
Kahramanmaraş,Andirin,Alameşe,Kamil EROĞLU,36.2744,37.5018
Kahramanmaraş,Andirin,Alanlı,İlyas PEKSOY,36.4851,37.5379
Kahramanmaraş,Andirin,Alınoluk,Mümtaz DOĞAN,36.3602,37.5471
Kahramanmaraş,Andirin,Altınboğa,Mehmet ELMALI,36.3467,37.6275
Kahramanmaraş,Andirin,Altınyayla,Yunus İSLAMOĞLU,36.4888,37.7331
Kahramanmaraş,Andirin,Anacık,Süleyman ÇIRACI,36.3379,37.4031
Kahramanmaraş,Andirin,Arıklar,Ercan CİNKARA,36.4069,37.5551
Kahramanmaraş,Andirin,Başdoğan,İsmail SELVEROĞLU,36.3424,37.4946
Kahramanmaraş,Andirin,Bektaşlı,Ali CINCIK,36.2877,37.4263
Kahramanmaraş,Andirin,Beşbucak,Halil ESKİCİ,36.3312,37.4202
Kahramanmaraş,Andirin,Boğazören,Mehmet DAL,36.4083,37.4879
Kahramanmaraş,Andirin,Bostanlı,Yasin ÇALIK,36.4164,37.4669
Kahramanmaraş,Andirin,Boynuyoğunlu,Vaysal EKİCİ,36.4752,37.4406
Kahramanmaraş,Andirin,Boztopraklı,Mehmet İSPİR,36.3239,37.5444
Kahramanmaraş,Andirin,Bulgurkaya,Ertuğrul ÇATALBAŞ,36.2723,37.5294
Kahramanmaraş,Andirin,Cambaz,Adnan SARICI,,
Kahramanmaraş,Andirin,Camuzluk,Davut ÇAM,36.3799,37.4776
Kahramanmaraş,Andirin,Çiçekli,Mustafa SALAN,36.3362,37.5593
Kahramanmaraş,Andirin,Çiğşar,Erbay ERKEK,36.3099,37.7779
Kahramanmaraş,Andirin,Çokak,Adnan TATAR,,
Kahramanmaraş,Andirin,Çuhadarlı,İsmail KARCI,36.4717,37.574
Kahramanmaraş,Andirin,Darıovası,Duran ÇINKIR,36.4299,37.5212
Kahramanmaraş,Andirin,Efirağızlı,Mustafa KIRAÇ,36.3822,37.5125
Kahramanmaraş,Andirin,Emirler,İdris BEBEK,36.4438,37.6281
Kahramanmaraş,Andirin,Erenler,Osman ARSLAN,36.3308,37.3888
Kahramanmaraş,Andirin,GEBEN,Yusuf Kenan BAKACAK,,
Kahramanmaraş,Andirin,Gökahmetli,Ramazan AVAN,36.294,37.4012
Kahramanmaraş,Andirin,Gökçeli,Bekir GÖKÇELİ,36.3802,37.5496
Kahramanmaraş,Andirin,Gökgedik,Zekeriye BUCAK,36.4838,37.6141
Kahramanmaraş,Andirin,Hacıveliuşağı,İbrahim KAYA,36.3408,37.4663
Kahramanmaraş,Andirin,Kabaağaç,Yusuf KÖSE,36.2724,37.4822
Kahramanmaraş,Andirin,Kabaklar,Mahmut EVLİCE,36.4503,37.5658
Kahramanmaraş,Andirin,Kaleboynu,Hasan KIVRAK,,
Kahramanmaraş,Andirin,Karapınar,Refik ARSLANTAŞ,36.2993,37.6073
Kahramanmaraş,Andirin,Kargaçayırı,Bekir ÇAM,36.4842,37.6865
Kahramanmaraş,Andirin,Kıyıkçı,Fazıl ÇALIŞKAN,,
Kahramanmaraş,Andirin,Kızık,Hamdi ARSLANTAŞ,36.3388,37.4079
Kahramanmaraş,Andirin,Köklü,Orhan BÜLBÜL,36.4336,37.4982
Kahramanmaraş,Andirin,Köleli,Abdullah ÇOLAKKADIOĞLU,36.4432,37.3909
Kahramanmaraş,Andirin,Kumarlı,Zülküf UYDURAN,36.2689,37.4186
Kahramanmaraş,Andirin,Kuzgun,Ahmet YAŞAR,36.3986,37.4268
Kahramanmaraş,Andirin,Orhaniye,Muhammet CANKARA,36.3593,37.6564
Kahramanmaraş,Andirin,Osmancık,Seyfullah KIVRAK,36.3139,37.7179
Kahramanmaraş,Andirin,Pınarbaşı,Celil DALKIRAN,,
Kahramanmaraş,Andirin,Rifatiye,Fehmi DEMİRDELEN,36.2789,37.7003
Kahramanmaraş,Andirin,Sumaklı,Süleyman İNCİK,36.4504,37.3972
Kahramanmaraş,Andirin,Tatarlı,Çetin TEMİZ,36.4275,37.5728
Kahramanmaraş,Andirin,Torun,Musa ÇÖMEZ,36.3717,37.4791
Kahramanmaraş,Andirin,Tufanpaşa,Nebi KÜRTÜL,,
Kahramanmaraş,Andirin,Yeni,Ferhat KAYA,,
Kahramanmaraş,Andirin,Yeniköy,Ali CİNKARA,36.3827,37.6226
Kahramanmaraş,Andirin,YEŞİLOVA,Özgür DEMİR,,
Kahramanmaraş,Andirin,Yeşiltepe,Cevat AKAR,36.3791,37.6443
Kahramanmaraş,Andirin,Yeşilyurt,Tahsin KELEŞ,36.322,37.598
Kahramanmaraş,Dulkadiroğlu,Abbaslar,İbrahim YILDIZ,37.0392,37.3874
Kahramanmaraş,Dulkadiroğlu,Ağabeyli,Mehmet DEMİR,,
Kahramanmaraş,Dulkadiroğlu,Aksu,Eyup KABA,36.9216,37.5314
Kahramanmaraş,Dulkadiroğlu,Akyar,İsmail DEMİR,37.0612,37.6037
Kahramanmaraş,Dulkadiroğlu,Alibeyuşağı,Hüseyin SUNA,,
Kahramanmaraş,Dulkadiroğlu,Arslanbey Çiftliği,İbrahim NOHUTLU,37.08,37.3499
